Total_p1,Type1_p1,Type2_p1,Speed_p1,Total_p2,Type1_p2,Type2_p2,Speed_p2,Winner,Win_Probability
405,Dark,Flying,91,290,Ice,Water,25,1,1.0
475,Water,,75,480,Water,Ghost,60,0,0.3310104529616725
490,Grass,Poison,70,600,Ghost,Poison,130,0,0.0
380,Water,Rock,35,480,Grass,,90,0,0.0
680,Fire,Flying,90,720,Normal,,120,0,0.0
580,Rock,,50,308,Water,,45,1,1.0
420,Normal,,70,280,Rock,,15,1,1.0
290,Ice,Water,25,420,Dragon,,50,0,0.0
770,Ground,Fire,90,413,Water,,60,1,1.0
700,Dragon,Ground,92,521,Rock,Dragon,71,1,1.0
610,Steel,Ground,30,410,Normal,Water,71,1,1.0
245,Poison,Flying,55,580,Psychic,,115,0,0.0
415,Normal,,45,305,Fire,Ground,35,1,1.0
590,Normal,,100,500,Water,,60,1,0.5412844036697247
579,Normal,Flying,121,452,Dragon,,60,0,0.5615906886517944
590,Normal,,100,264,Normal,Flying,43,1,1.0
335,Water,Poison,70,310,Psychic,Fairy,60,0,0.6836734693877551
500,Normal,,80,425,Psychic,Flying,114,0,0.0
410,Rock,Ground,51,220,Grass,,30,1,1.0
515,Bug,Flying,95,314,Water,,71,1,1.0
400,Psychic,,105,540,Fire,,83,0,0.0
320,Grass,Poison,30,308,Water,,35,0,0.0
610,Electric,Dragon,45,350,Grass,,52,1,1.0
505,Poison,Ground,85,335,Water,Ghost,40,1,1.0
500,Fire,,105,335,Ghost,Grass,41,1,1.0
465,Normal,,85,531,Grass,,68,1,0.46686746987951805
490,Grass,,50,319,Bug,Electric,65,1,1.0
670,Ground,,90,420,Normal,,77,1,1.0
428,Electric,Flying,103,452,Dragon,,60,0,0.3213213213213213
380,Dark,Ghost,50,300,Steel,,30,0,0.5588235294117647
250,Grass,Flying,50,413,Water,,60,0,0.0
305,Fighting,,70,482,Dark,Psychic,73,0,0.0
455,Fighting,,70,295,Electric,,65,1,1.0
520,Steel,Ghost,60,500,Fighting,Flying,118,0,0.0
224,Bug,,36,521,Rock,Ice,58,0,0.0
485,Dragon,,48,481,Electric,Normal,109,0,0.0
700,Dragon,Psychic,110,545,Normal,Fairy,50,0,0.0
780,Psychic,,140,452,Normal,,112,1,1.0
465,Water,Flying,70,515,Normal,,60,1,0.4744897959183674
310,Psychic,Fairy,60,540,Fire,Psychic,55,0,0.0
285,Fighting,,60,535,Grass,,50,0,0.0
320,Grass,Poison,30,490,Normal,,110,0,0.0
340,Grass,Dark,60,280,Fighting,Psychic,60,0,0.37777777777777777
210,Water,Ground,15,484,Bug,Steel,109,0,0.0
490,Water,Psychic,30,435,Ghost,,85,0,0.0
410,Fire,,90,494,Poison,Dragon,44,0,0.2932761087267525
385,Water,,90,520,Electric,Grass,86,0,0.0
244,Bug,Flying,70,525,Ghost,,45,0,0.0
500,Poison,,50,505,Dark,Flying,71,0,0.0
680,Psychic,,130,580,Psychic,,115,1,0.3695652173913043
560,Water,Dark,105,395,Ice,,59,1,1.0
500,Water,,60,308,Grass,,63,1,1.0
540,Fire,,83,390,Psychic,,55,1,1.0
500,Bug,Grass,92,475,Normal,Grass,95,0,0.0
410,Rock,,30,531,Grass,,68,0,0.0
330,Water,,66,448,Steel,Ghost,35,0,0.0
530,Water,,78,600,Fire,Steel,77,0,0.6385542168674698
288,Poison,,55,430,Water,Poison,85,0,0.0
424,Bug,Flying,66,410,Dragon,Ground,82,0,0.0
600,Psychic,,100,519,Ground,Dark,92,0,0.0
424,Bug,Steel,36,535,Ice,,79,0,0.0
275,Poison,,41,518,Psychic,Fairy,80,0,0.0
314,Water,,43,330,Ground,,32,1,0.6555323590814196
435,Normal,Fairy,45,319,Bug,Electric,65,1,1.0
220,Grass,,30,325,Steel,Ghost,28,0,0.0
415,Normal,,90,330,Water,,97,0,0.0
310,Ghost,Poison,80,485,Normal,Flying,100,0,0.0
475,Water,Ice,70,510,Electric,,55,1,0.48223350253807107
528,Water,,70,340,Dark,Steel,60,1,1.0
365,Poison,,65,300,Water,,65,1,0.37823834196891193
305,Fighting,,35,770,Water,,90,0,0.0
600,Bug,Flying,105,295,Ghost,,25,1,1.0
450,Ice,Ground,50,465,Fighting,,45,0,0.4918032786885246
330,Water,,44,431,Electric,Fairy,101,0,0.0
275,Electric,,60,300,Dark,Dragon,38,0,0.3142857142857143
198,Psychic,Fairy,40,580,Normal,Fighting,135,0,0.0
195,Bug,,45,540,Normal,,55,0,0.0
470,Psychic,,80,494,Ghost,Grass,69,1,0.487551867219917
460,Psychic,Fairy,90,380,Steel,Fairy,50,1,0.23232323232323232
237,Fighting,,25,285,Psychic,,45,0,0.0
460,Water,Dark,95,525,Fighting,Steel,90,0,0.304635761589404
266,Bug,Ground,40,285,Psychic,,45,0,0.0
250,Normal,,31,514,Ice,,28,0,0.0
195,Bug,,45,309,Fire,,65,0,0.0
442,Normal,Flying,100,365,Electric,,45,0,0.3771331058020478
500,Water,,85,295,Ghost,,45,1,1.0
495,Fire,,93,300,Dragon,Ground,42,1,1.0
280,Fighting,Psychic,60,618,Psychic,Fighting,110,0,0.0
455,Fighting,,95,530,Steel,Rock,50,1,0.774468085106383
480,Electric,,140,515,Normal,,60,0,0.4824120603015075
295,Electric,,76,500,Water,,59,0,0.0
590,Normal,,100,305,Ice,,44,1,1.0
505,Poison,Ground,85,490,Normal,,110,0,0.0
330,Steel,Rock,30,481,Electric,Normal,109,0,0.0
205,Bug,,15,700,Rock,Fairy,110,0,0.0
455,Poison,Flying,90,330,Water,Electric,67,1,1.0
500,Normal,,55,498,Water,,101,0,0.0
480,Steel,Fairy,50,295,Ghost,,45,1,1.0
360,Normal,,60,454,Grass,,46,0,0.44226044226044225
195,Bug,,20,530,Grass,Fighting,64,0,0.0
490,Grass,Poison,70,518,Psychic,Fairy,80,0,0.0
600,Water,,100,510,Fighting,,105,0,0.0
265,Ground,,95,314,Water,,71,1,0.45768566493955093
205,Bug,,30,245,Fairy,,20,0,0.2949640287769784
530,Ice,Water,65,600,Dragon,Ground,95,0,0.0
510,Fighting,Psychic,100,600,Normal,Fighting,128,0,0.0
485,Electric,,110,390,Bug,Poison,40,0,0.5542857142857143
318,Grass,,31,525,Fighting,Steel,90,0,0.0
295,Ghost,,25,495,Bug,,145,0,0.0
390,Rock,,20,335,Ghost,Grass,56,0,0.0
405,Electric,,95,300,Normal,,75,1,1.0
320,Ground,,35,580,Normal,Fighting,135,0,0.0
600,Psychic,Grass,100,400,Grass,Poison,65,1,1.0
490,Psychic,Flying,97,423,Normal,Ground,78,0,0.5366922234392114
245,Poison,Flying,55,600,Dark,Dragon,98,0,0.0
618,Psychic,Fairy,100,464,Grass,Poison,30,1,1.0
330,Water,,97,413,Grass,,83,0,0.28546712802768165
500,Bug,Steel,65,500,Steel,Psychic,33,0,0.3333333333333333
440,Electric,Ghost,91,485,Dragon,,48,0,0.3120567375886525
580,Rock,Fighting,108,362,Rock,Dragon,48,1,1.0
315,Water,Psychic,15,485,Normal,Flying,100,0,0.0
430,Steel,Rock,40,360,Normal,,60,0,0.0
405,Ground,,120,300,Poison,Fighting,50,1,1.0
485,Ground,Rock,40,452,Normal,,112,0,0.0
360,Normal,,85,420,Dragon,,50,1,0.46153846153846156
505,Bug,Rock,5,530,Ice,Water,65,0,0.0
400,Grass,Poison,65,495,Water,,115,0,0.0
520,Electric,Grass,86,290,Psychic,,20,1,1.0
483,Psychic,,67,330,Water,,97,1,1.0
405,Electric,,95,315,Bug,,60,1,0.5625
475,Water,Ground,39,295,Electric,,76,1,1.0
253,Normal,,72,405,Psychic,,33,0,0.0
470,Fire,,20,580,Flying,,121,0,0.0
510,Fighting,Psychic,100,362,Rock,Ice,46,1,1.0
405,Electric,,95,446,Dark,,106,0,0.0
625,Grass,Poison,80,315,Water,Psychic,15,1,1.0
500,Bug,Fighting,85,401,Rock,Flying,70,0,0.38402457757296465
490,Electric,,105,498,Water,,101,0,0.6630581867388363
210,Water,Ground,15,237,Fighting,,25,0,0.0
410,Normal,Water,71,289,Electric,Normal,70,1,1.0
424,Bug,Ground,36,440,Electric,Ghost,91,0,0.0
600,Psychic,,90,530,Water,Dark,122,0,0.0
237,Fighting,,25,540,Electric,,95,0,0.0
480,Electric,,140,210,Water,Ground,15,1,1.0
300,Water,,90,482,Dark,Psychic,73,0,0.0
530,Water,Steel,60,304,Ice,,28,1,1.0
500,Bug,Fighting,85,520,Electric,Water,86,0,0.0
390,Rock,,20,475,Normal,Grass,95,0,0.0
218,Fairy,,15,600,Bug,Steel,75,0,0.0
505,Bug,Rock,5,500,Poison,Dark,95,0,0.0
220,Dark,,35,305,Fighting,,35,0,0.0
490,Electric,,105,405,Electric,,95,0,0.3769230769230769
515,Electric,,50,531,Grass,,68,0,0.0
330,Psychic,,60,472,Bug,Electric,108,0,0.0
424,Bug,Grass,36,275,Ghost,Fire,20,1,1.0
490,Grass,Poison,50,670,Normal,,100,0,0.0
325,Water,,34,567,Rock,Flying,110,0,0.0
490,Water,Psychic,30,680,Fire,Flying,90,0,0.0
540,Normal,,30,329,Poison,,65,1,1.0
365,Fire,,83,480,Ice,Ghost,110,0,0.0
220,Water,Grass,30,280,Grass,,30,0,0.08943089430894309
320,Psychic,Flying,70,210,Fighting,,35,1,1.0
505,Poison,Ground,85,600,Dragon,Ground,102,0,0.0
410,Fighting,Psychic,80,329,Poison,,65,1,0.5548037889039242
600,Steel,Psychic,100,335,Ghost,Grass,46,1,1.0
440,Rock,Psychic,70,600,Dragon,Ground,95,0,0.0
455,Normal,Psychic,85,350,Rock,Steel,30,1,1.0
508,Ground,Steel,88,600,Dark,Dragon,98,0,0.0
480,Normal,,105,278,Normal,Flying,62,1,1.0
384,Bug,,65,660,Dragon,Ice,95,0,0.0
405,Dark,Flying,91,515,Normal,,50,0,0.44021739130434784
405,Dark,Flying,91,320,Poison,Water,30,0,0.5586206896551724
600,Bug,Steel,75,420,Dark,Dragon,58,1,1.0
362,Rock,Ice,46,600,Psychic,Ghost,70,0,0.0
460,Water,Electric,67,340,Ground,Dragon,70,1,1.0
500,Bug,,85,309,Ghost,Grass,38,1,1.0
330,Water,Electric,67,510,Steel,Ground,30,0,0.0
405,Water,,58,525,Fire,,65,0,0.0
490,Grass,,50,325,Water,,34,1,1.0
440,Normal,,90,580,Steel,,50,0,0.0
530,Fire,Fighting,80,495,Ghost,,105,0,0.0
450,Ground,,65,300,Steel,Psychic,23,1,1.0
500,Dark,Fire,95,348,Ghost,Flying,70,1,1.0
455,Ghost,,65,452,Dragon,,60,1,0.5016538037486218
430,Water,Flying,65,540,Electric,,95,0,0.0
200,Water,,80,480,Ice,,80,0,0.0
355,Rock,Grass,23,600,Dragon,Psychic,110,0,0.0
540,Water,Flying,81,580,Electric,,115,0,0.0
490,Water,Psychic,30,335,Psychic,,30,1,1.0
450,Water,,68,305,Fire,Ground,35,1,1.0
480,Dark,Ghost,20,460,Water,,91,0,0.0
550,Bug,Fire,100,320,Poison,Water,30,1,1.0
325,Water,,34,680,Dragon,Fire,90,0,0.0
505,Poison,Ground,76,411,Bug,Flying,89,0,0.0
670,Normal,,100,680,Dragon,Electric,90,0,0.4962962962962963
220,Dark,,35,495,Bug,Steel,20,0,0.0
323,Fairy,,35,483,Ground,Ghost,55,0,0.0
390,Bug,Poison,40,500,Fighting,Flying,118,0,0.0
470,Psychic,Flying,95,325,Steel,Ghost,28,1,1.0
515,Normal,,60,490,Normal,,55,1,0.5124378109452736
335,Water,Poison,70,480,Fairy,,72,0,0.0
285,Psychic,,45,292,Ground,Dark,65,0,0.0
335,Water,Ghost,40,700,Dragon,Ice,95,0,0.0
330,Poison,Bug,65,580,Psychic,,95,0,0.0
465,Water,Flying,70,294,Grass,Poison,15,1,1.0
525,Water,,65,460,Water,Dark,95,0,0.0
600,Bug,Fighting,75,310,Fire,,45,1,1.0
634,Fire,Dragon,100,485,Ice,,50,1,1.0
467,Poison,,55,580,Electric,Flying,101,0,0.0
500,Bug,,85,465,Steel,Flying,70,1,0.211864406779661
490,Psychic,Flying,97,494,Ghost,Grass,84,1,0.6648575305291723
245,Fairy,,20,500,Bug,Steel,65,0,0.0
205,Bug,Poison,35,194,Bug,,25,1,0.5137844611528822
360,Bug,Fire,60,600,Normal,Fighting,128,0,0.0
220,Water,Grass,30,485,Bug,Poison,112,0,0.0
300,Ground,Psychic,55,552,Fairy,,75,0,0.0
530,Water,Steel,60,424,Bug,Steel,36,0,0.38461538461538464
280,Fighting,Psychic,60,294,Water,,64,0,0.0
680,Psychic,,130,318,Grass,,31,1,1.0
670,Normal,,100,600,Psychic,Ghost,70,0,0.0
440,Normal,,115,490,Electric,,105,0,0.4731182795698925
600,Rock,Dark,61,700,Dragon,Psychic,110,0,0.0
450,Bug,Poison,90,355,Rock,Water,55,0,0.3879310344827586
360,Normal,,48,525,Grass,,95,0,0.0
490,Normal,,90,418,Fire,Fighting,55,1,0.539647577092511
479,Normal,Flying,101,310,Normal,Flying,75,1,1.0
530,Water,,78,245,Flying,Dragon,55,1,1.0
355,Rock,Water,35,580,Ice,,50,0,0.0
305,Fighting,,35,518,Psychic,Fairy,80,0,0.0
630,Steel,,50,600,Dragon,Psychic,110,0,0.0
618,Psychic,Fighting,110,495,Bug,Steel,20,1,0.3843283582089552
205,Bug,,15,440,Rock,Psychic,70,0,0.0
480,Grass,Dark,80,480,Normal,,105,0,0.0
395,Bug,Flying,65,401,Rock,Flying,70,0,0.0
525,Ground,,47,495,Bug,Steel,20,1,0.5147058823529411
540,Fire,Psychic,55,335,Ghost,Grass,46,1,1.0
500,Normal,,80,700,Rock,Fairy,110,0,0.0
295,Grass,,35,580,Electric,Flying,111,0,0.0
292,Ground,Dark,65,600,Normal,Fighting,128,0,0.0
355,Rock,Water,35,340,Normal,Flying,80,0,0.0
330,Steel,Rock,30,535,Ground,Rock,40,0,0.0
615,Rock,Flying,150,475,Normal,Grass,95,1,0.7214076246334311
351,Ground,Dark,74,490,Normal,,55,0,0.0
350,Fire,,60,560,Fire,Ground,20,0,0.0
465,Fighting,,45,348,Fighting,,43,1,1.0
198,Psychic,Fairy,40,520,Steel,Ghost,60,0,0.0
479,Poison,Dark,84,494,Ghost,Grass,54,1,0.6597796143250688
590,Psychic,,150,525,Psychic,,110,1,0.3597560975609756
505,Fire,,100,280,Grass,Fairy,66,1,1.0
405,Fire,,80,200,Water,,80,1,1.0
610,Steel,Ground,30,335,Water,Ghost,40,1,1.0
320,Water,,63,250,Normal,,75,0,0.0
430,Normal,Flying,125,580,Ice,,50,0,0.0
330,Water,,85,600,Bug,Steel,99,0,0.0
310,Normal,Flying,75,440,Steel,,50,0,0.0
483,Psychic,,67,580,Psychic,,115,0,0.0
510,Normal,Flying,80,313,Grass,,38,1,1.0
428,Electric,Flying,103,440,Steel,,50,0,0.327217125382263
575,Electric,,135,410,Normal,Water,71,1,1.0
500,Bug,,85,535,Grass,,50,0,0.6514657980456026
630,Fire,Fighting,100,495,Bug,,145,0,0.0
467,Poison,,55,670,Ground,,90,0,0.0
240,Normal,,60,535,Flying,Dragon,123,0,0.0
384,Bug,,65,528,Fire,Fighting,65,0,0.0
430,Normal,Flying,125,255,Normal,,42,1,1.0
495,Rock,Grass,43,305,Water,Flying,55,1,1.0
395,Bug,Flying,70,218,Fairy,,15,1,1.0
475,Water,Ground,39,292,Ground,Dark,65,1,1.0
460,Water,Electric,67,275,Normal,,55,1,1.0
335,Water,Poison,70,515,Grass,Poison,90,0,0.0
425,Grass,,30,580,Psychic,,115,0,0.0
260,Normal,,50,428,Electric,Flying,103,0,0.0
485,Electric,,110,294,Grass,Poison,15,1,1.0
483,Ghost,,30,341,Fairy,,23,1,1.0
385,Rock,Ground,70,500,Steel,Psychic,33,1,0.4350282485875706
490,Normal,,100,309,Ghost,Grass,38,1,1.0
455,Ghost,,25,600,Dragon,Psychic,110,0,0.0
530,Water,,78,625,Fighting,Steel,112,0,0.0
480,Dark,Ghost,20,475,Electric,,105,0,0.0
310,Ghost,Poison,80,370,Psychic,,30,0,0.6262626262626263
325,Water,,45,350,Normal,Flying,60,0,0.0
360,Bug,Poison,47,480,Fairy,,72,0,0.0
485,Ice,,50,507,Fire,Normal,106,0,0.0
280,Grass,Fairy,66,305,Bug,,25,0,0.3146067415730337
300,Ice,,50,411,Bug,Flying,89,0,0.0
210,Fighting,,35,680,Ghost,Dragon,90,0,0.0
465,Dark,,75,370,Dark,Flying,60,0,0.38589211618257263
495,Ghost,,105,600,Rock,Fairy,50,0,0.4520547945205479
340,Poison,,35,292,Ground,Dark,65,0,0.0
395,Normal,,40,362,Rock,Ice,46,0,0.0
610,Electric,Dragon,45,525,Grass,Ground,56,0,0.0
600,Psychic,,150,244,Bug,Flying,70,1,1.0
285,Bug,Grass,25,600,Rock,Dark,61,0,0.0
530,Fire,Fighting,80,345,Water,Flying,50,1,1.0
634,Fire,Flying,100,205,Electric,,60,1,1.0
430,Steel,Rock,40,514,Ice,,28,0,0.7699194270367055
250,Fire,,20,405,Grass,,95,0,0.0
330,Psychic,,60,600,Normal,Psychic,90,0,0.0
630,Steel,,50,334,Grass,Ice,40,1,1.0
520,Electric,Fire,86,483,Ground,Ghost,55,0,0.0
400,Psychic,,105,260,Bug,Poison,57,1,1.0
460,Water,,91,545,Normal,Fairy,50,0,0.4577114427860697
540,Water,Dragon,85,390,Rock,,20,1,1.0
495,Bug,,145,482,Dark,Psychic,73,1,0.8042242079610074
479,Normal,Flying,101,316,Water,,64,1,1.0
600,Bug,Steel,75,330,Dark,,65,1,1.0
300,Water,,90,615,Rock,Flying,150,0,0.0
535,Grass,,50,370,Ghost,Fire,55,1,1.0
500,Bug,Fighting,85,600,Steel,Psychic,70,1,0.45454545454545453
330,Psychic,,60,351,Ground,Dark,74,0,0.0
430,Water,Flying,65,400,Bug,,85,0,0.0
465,Normal,,85,485,Normal,Flying,100,0,0.0
495,Bug,Steel,20,680,Dragon,Electric,90,0,0.0
405,Fire,Fighting,55,278,Normal,Flying,62,1,1.0
325,Water,,45,405,Fire,,80,0,0.0
395,Grass,Poison,40,290,Psychic,,20,1,1.0
328,Psychic,,42,500,Ground,,50,0,0.0
505,Fighting,,55,400,Water,,60,0,0.0
495,Fire,,93,355,Rock,Water,55,1,1.0
413,Normal,,97,420,Normal,,100,0,0.0
470,Fire,,20,525,Rock,Steel,40,0,0.0
455,Ghost,,25,370,Normal,,60,0,0.0
320,Ground,,35,330,Water,,66,0,0.0
670,Normal,,100,545,Normal,Fairy,50,1,0.551440329218107
600,Dragon,Ground,102,316,Grass,,64,1,1.0
508,Ground,Steel,88,494,Poison,Dragon,44,0,0.6728476821192053
615,Rock,Flying,150,510,Normal,Flying,80,1,0.7068965517241379
323,Fairy,,35,405,Electric,,95,0,0.0
530,Fire,Fighting,80,340,Ground,Dragon,70,1,1.0
305,Bug,Poison,45,540,Fire,,83,0,0.0
405,Fairy,Flying,40,458,Poison,,65,0,0.0
495,Fire,,93,305,Grass,Steel,10,1,1.0
552,Fairy,,75,500,Rock,Water,68,1,0.5247148288973384
314,Water,,40,280,Grass,Poison,55,0,0.0
455,Fighting,,87,495,Rock,Water,55,0,0.6476868327402135
525,Grass,Poison,80,275,Electric,,60,1,1.0
465,Normal,,85,466,Psychic,,104,0,0.0
405,Bug,Grass,30,355,Psychic,,68,0,0.0
500,Fire,,105,340,Water,,85,1,1.0
490,Water,Psychic,30,430,Water,Poison,85,0,0.0
470,Water,,65,237,Normal,,57,1,1.0
410,Fire,,90,450,Ice,Ground,50,1,0.6456692913385826
535,Water,Ground,60,244,Bug,Flying,70,1,1.0
490,Water,Psychic,30,480,Normal,,105,0,0.0
340,Grass,Flying,80,560,Fire,Ground,20,0,0.0
510,Steel,Ground,30,600,Psychic,,85,0,0.0
635,Water,Ground,70,335,Ghost,Grass,41,1,1.0
244,Bug,Flying,70,520,Electric,Water,86,0,0.0
420,Normal,,70,410,Dragon,Ground,82,0,0.0
420,Normal,,100,410,Dragon,,67,1,0.5060240963855421
302,Poison,,40,531,Grass,,68,0,0.0
525,Fire,,65,440,Rock,Psychic,70,0,0.0
525,Grass,,95,278,Normal,Flying,62,1,1.0
309,Fire,,65,269,Bug,Water,65,0,0.36481700118063753
525,Ice,,65,580,Water,Fighting,108,0,0.0
465,Steel,Flying,70,480,Grass,,90,0,0.0
490,Dark,Steel,70,580,Steel,Fighting,108,0,0.0
600,Dragon,Flying,100,428,Electric,Flying,103,1,1.0
365,Poison,,65,600,Grass,Flying,127,0,0.0
385,Rock,Ground,70,700,Dragon,Ice,95,0,0.0
540,Normal,,55,440,Normal,,90,0,0.0
555,Fire,,95,305,Water,Dark,65,1,1.0
390,Rock,,20,500,Bug,Grass,92,0,0.0
515,Grass,Poison,90,401,Rock,Flying,70,1,0.39104024297646167
455,Normal,Psychic,85,470,Water,,65,1,0.4918918918918919
600,Steel,Psychic,70,670,Ground,,90,0,0.0
510,Steel,Ground,30,660,Dragon,Ice,95,0,0.0
415,Normal,,90,462,Fairy,,29,1,0.4732041049030787
323,Fairy,,35,308,Grass,,63,0,0.0
460,Water,,98,580,Water,Fighting,108,0,0.0
471,Ground,Electric,32,483,Ground,Ghost,55,0,0.0
579,Normal,Flying,121,580,Electric,Flying,100,0,0.3329499712478436
330,Electric,,100,308,Water,,45,1,0.6818181818181818
490,Grass,Poison,50,250,Grass,Flying,50,1,1.0
420,Dark,,70,600,Fire,Water,70,0,0.0
442,Normal,Flying,100,413,Grass,,83,1,0.6815728604471858
310,Normal,,85,420,Dark,Dragon,58,0,0.0
600,Psychic,,150,275,Ghost,Fire,20,1,1.0
292,Ground,Dark,65,325,Steel,Ghost,28,1,0.78231748158071
300,Water,,90,335,Ghost,Grass,46,0,0.30927835051546393
520,Water,Psychic,115,680,Fairy,,99,0,0.0
281,Dark,,66,278,Normal,Flying,62,0,0.5026833631484794
395,Bug,Flying,70,600,Psychic,Grass,100,0,0.0
530,Ice,Ground,80,275,Ghost,Fire,20,1,1.0
510,Water,Fighting,70,483,Psychic,,67,0,0.34552845528455284
430,Dark,Ice,115,499,Fire,Flying,126,0,0.0
580,Steel,,50,505,Dark,Flying,71,0,0.0
415,Normal,,45,305,Ice,,40,1,1.0
525,Electric,,130,600,Psychic,,90,0,0.4666666666666667
349,Normal,Flying,71,474,Bug,Flying,40,0,0.0
330,Water,,97,660,Dragon,Ice,95,0,0.0
270,Normal,Flying,85,594,Grass,Ice,30,0,0.0
318,Grass,Poison,45,452,Dragon,,60,0,0.0
495,Fire,,93,405,Fighting,,40,0,0.55
540,Water,Flying,81,680,Psychic,,130,0,0.0
485,Water,,52,528,Fire,Fighting,65,0,0.0
520,Electric,Grass,86,300,Normal,,75,1,1.0
305,Grass,Steel,10,411,Bug,Flying,89,0,0.0
310,Normal,,85,495,Water,Rock,32,0,0.0
500,Water,,70,363,Electric,,60,1,1.0
505,Fighting,,55,515,Bug,Flying,95,0,0.0
435,Grass,,60,540,Fire,,83,0,0.0
465,Normal,,85,510,Fighting,,105,0,0.0
250,Normal,,75,485,Water,,52,0,0.0
275,Poison,,41,280,Rock,,15,0,0.32934131736526945
600,Psychic,Grass,100,310,Water,,40,1,1.0
210,Fighting,,35,565,Dark,,115,0,0.0
525,Water,Ice,70,205,Electric,,60,1,1.0
535,Ground,Rock,40,660,Dragon,Ice,95,0,0.0
237,Fighting,,25,440,Rock,Psychic,70,0,0.0
580,Electric,Flying,100,310,Fire,,45,1,1.0
519,Ground,Dark,92,428,Electric,Flying,103,0,0.0
474,Bug,Flying,40,528,Grass,,113,0,0.0
720,Normal,,120,488,Dark,Fighting,58,1,1.0
580,Fire,Flying,90,580,Steel,Fighting,108,0,0.0
300,Rock,Ground,41,384,Water,Ground,69,0,0.0
330,Water,Electric,67,264,Normal,Flying,43,1,0.7142857142857143
380,Steel,Fairy,50,700,Dragon,Psychic,110,0,0.0
390,Bug,Flying,95,560,Fire,Ground,20,0,0.0
329,Poison,,65,305,Ice,,40,0,0.5189274447949527
680,Steel,Dragon,90,300,Normal,,75,1,1.0
410,Rock,Ground,51,600,Psychic,,85,0,0.0
480,Water,Grass,70,500,Poison,Dark,95,0,0.0
330,Normal,,40,450,Ice,Ground,50,0,0.0
509,Water,Ground,74,335,Psychic,,30,1,1.0
305,Water,,40,600,Normal,Fighting,128,0,0.0
385,Normal,,30,500,Normal,,80,0,0.0
410,Fighting,Psychic,80,580,Psychic,,80,0,0.0
505,Bug,Rock,5,480,Normal,,105,0,0.0
320,Water,,55,458,Normal,,90,0,0.0
600,Psychic,,100,528,Grass,,113,0,0.0
430,Ground,Flying,85,240,Normal,,28,1,1.0
580,Rock,Fighting,108,278,Normal,Flying,62,1,1.0
455,Fighting,,87,600,Ground,Flying,101,0,0.0
600,Bug,Fighting,75,485,Ice,,50,0,0.712166172106825
465,Dark,,75,485,Ghost,Dark,35,0,0.48947368421052634
450,Fairy,,45,290,Ground,,10,1,1.0
510,Fighting,Psychic,100,515,Rock,,25,1,0.6644951140065146
528,Grass,,113,445,Normal,,50,1,0.5426515930113053
250,Fire,,20,480,Grass,,90,0,0.0
288,Poison,,55,600,Grass,,100,0,0.0
340,Water,,85,479,Poison,Dark,84,0,0.0
395,Grass,Poison,40,442,Normal,Flying,70,0,0.0
680,Ghost,Dragon,90,550,Bug,Fire,100,0,0.0
415,Normal,,90,515,Bug,Flying,95,0,0.0
290,Rock,,10,580,Water,Fighting,108,0,0.0
348,Dark,Fighting,48,495,Water,Rock,32,0,0.0
405,Grass,,95,518,Psychic,Fairy,80,1,0.4387865655471289
600,Dragon,Ground,102,520,Steel,,90,0,0.5357142857142857
320,Dragon,,57,466,Psychic,,104,0,0.0
260,Psychic,,23,329,Poison,,65,0,0.0
400,Grass,Poison,65,305,Ice,,44,1,1.0
625,Grass,Poison,80,390,Bug,Flying,85,1,1.0
410,Rock,,30,330,Normal,,40,0,0.0
290,Normal,,90,490,Normal,,100,0,0.0
395,Grass,Poison,40,680,Ghost,Dragon,90,0,0.0
460,Normal,Flying,100,440,Rock,Psychic,70,0,0.2072072072072072
495,Rock,Water,80,670,Water,,90,0,0.0
454,Grass,,46,334,Grass,Ice,40,1,1.0
300,Fairy,,30,300,Steel,Psychic,30,1,0.2
320,Psychic,Flying,70,302,Poison,,40,0,0.6794055201698513
540,Electric,,95,335,Normal,Grass,75,1,1.0
425,Psychic,Flying,114,370,Psychic,,30,0,0.3648068669527897
210,Water,Ground,15,424,Bug,Steel,36,0,0.0
590,Water,Psychic,30,600,Rock,Fairy,50,0,0.0
442,Normal,Flying,100,458,Normal,,90,1,0.4911111111111111
590,Psychic,,150,250,Bug,Poison,30,1,1.0
405,Electric,,95,600,Psychic,Ghost,70,0,0.0
600,Psychic,,85,520,Steel,Ghost,60,1,0.36585365853658536
490,Electric,,105,498,Ghost,Flying,80,1,0.6630581867388363
292,Psychic,,24,313,Grass,,38,0,0.0
509,Water,Ground,74,360,Bug,Fire,60,1,1.0
365,Poison,,65,210,Normal,Fairy,15,1,1.0
580,Ice,Flying,85,220,Dark,,35,1,1.0
520,Grass,Psychic,55,285,Fighting,,60,1,1.0
300,Ground,,40,275,Electric,,60,0,0.0
205,Bug,Poison,35,405,Electric,,95,0,0.0
340,Poison,,35,494,Poison,Dragon,44,0,0.0
385,Normal,,30,630,Grass,Dragon,145,0,0.0
479,Normal,Flying,101,350,Normal,,85,1,1.0
435,Grass,,60,335,Ghost,Grass,51,0,0.3936651583710407
265,Bug,Flying,55,294,Grass,Poison,15,0,0.6432038834951457
461,Grass,,60,507,Fire,Normal,106,0,0.0
500,Ground,Psychic,75,292,Psychic,,24,1,1.0
634,Fire,Flying,100,340,Dark,Steel,60,1,1.0
340,Ground,Dragon,70,320,Dragon,,57,1,0.68
490,Normal,,110,313,Psychic,Flying,72,1,1.0
